Nom,Adreça,Districte,Barri,Codi Postal,Telèfon,Telèfon 2,Latitud,Longitud,Web
Restaurant Casa Juan,Carrer la Rambla 12,Ciutat Vella,el Barri Gòtic,08002,+34 933011089,,41.37770552222222,2.1764105,
Restaurant El Pescadito de Guillermo Tell,Carrer Guillem Tell 32,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 932171136,+34 934156577,41.40219798333333,2.148065611111111,
Bar Restaurant Balouta,Baltasar Gracián 2*4,Nou Barris,la Prosperitat,08016,+34 933501335,,41.44010848611111,2.182146972222222,
Bar Restaurant Pita Inn *La Rambla,la Rambla 121,Ciutat Vella,el Raval,08002,,,41.38454001111111,2.170417694444444,
Bar Castilla,Alfarràs 10,Sant Andreu,el Bon Pastor,08030,+34 933451028,,41.436688238888884,2.2051901944444445,
Bar Jardiner,Aribau 158,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 932184370,,41.39228849166667,2.154352,
Restaurant Habana Vieja,Carrer Banys Vells 2 local,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932682504,+34 934594297,41.384741169444446,2.1802420277777776,http://www.habanavieja.es
Bar Bocatta *Comtal,Carrer Comtal 32,Ciutat Vella,el Barri Gòtic,08002,+34 933017397,,41.38674793055556,2.1741679166666663,http://www.bocatta.es
Restaurant Cantina Tijuana *Comte Borrell,Carrer Comte Borrell 296,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934391109,,41.38963691111111,2.1465349722222222,http://www.cantinatijuana.com
Il Caffé di Francesco *Consell de Cent,Carreronsell de Cent 347,Eixample,la Dreta de l'Eixample,08007,+34 934883194,,41.390858441666666,2.1652108055555557,
Restaurant Cal Pinxo Platja,Carrer Baluard 124,Ciutat Vella,la Barceloneta,08003,+34 932215028,+34 932252628,41.37648161111111,2.1903006388888886,http://www.pinxoplatja.com
Bar Restaurant Saramar,Llull 90,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 933093798,,41.396168197222224,2.196052694444444,
Restaurant Terminus,Avinguda Marquès de l'Argentera 13,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933197513,+34 933105008,41.38440863333333,2.184525472222222,
Restaurant Xinès La Paz,Carrer Muntaner 532,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934186351,,41.40490456944444,2.1357590555555555,
Restaurant Japonès Nagase,Avinguda Roma 49,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934300021,,41.382467330555556,2.147078,
Bar Restaurant La Granja,Carrer Santa Carolina 72,Horta-Guinardó,el Baix Guinardó,08025,,,41.41237778333333,2.172203472222222,
Bar musical Pastís,Santa Mònica 4,Ciutat Vella,el Raval,08001,+34 933187980,,41.37733073611111,2.175140583333333,
Bar musical Marcel,Carrer Santaló 42,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932098948,,41.396129377777775,2.145741833333333,
La Floreta,Plaça Olles 4 Tenda,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932681384,,41.383762575,2.183075083333333,
Restaurant El Cangrejo Loco *Port Olimpic,Moll Gregal 29*30,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932211748,+34 932212657,41.387021775,2.2007106944444446,http://www.cangrejoloco.com
Restaurant Tábata,Carrer Torrent de l'Olla 27 bxs,Gràcia,la Vila de Gràcia,08012,+34 932378496,,41.399551788888886,2.160079222222222,http://www.acidh.org
Restaurant Cómico-Cómico,Carrer Aribau 87,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 902876387,+34 936321040,41.38960548888889,2.1575373055555556,http://www.comico-comico.com
Restaurant Lázaro,Carrer Aribau 146*LB bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 932187418,+34 932187747,41.391977669444444,2.154766611111111,
Restaurant Pla de la Garsa,Carrer Assaonadors 13,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933152413,+34 932681320,41.386017591666665,2.180602638888889,
Restaurant Xinès Mei-Hua,Carrer Balmes 301,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932090220,+34 934142674,41.402116988888885,2.1456999166666666,
Bar Restaurant Brasil,Carrer la Rambla 50,Ciutat Vella,el Barri Gòtic,08002,+34 933011998,+34 933425392,41.37991361388889,2.174614111111111,
Bar Pans & Company *Pl Francesc Macià,Plaça Francesc Macià 10,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934308027,+34 934050154,41.39256450833333,2.145191027777778,http://www.pansandcompany.com
Restaurant La Cadena,Carrer Joan Gamper 3,Les Corts,les Corts,08014,+34 934108294,,41.386773358333336,2.134279361111111,
Bar Bero Café,Carrer Mandri 35,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934171112,,41.403369480555554,2.133487388888889,
Restaurant No Me Quite Pa,Carrer Marià Cubí 192*194,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 934140376,,41.39483118888889,2.1437310277777777,
Bar McDonald's *Meridiana,Avinguda Meridiana 348,Sant Andreu,la Sagrera,08027,+34 932741594,+34 932742996,41.42681713333333,2.186183361111111,http://www.mcdonalds.es
Restaurant Nakashita,Carrer Rec Comtal 15,Ciutat Vella,S Pere Sta Caterina,08003,+34 932955378,,41.38993311388889,2.1798581944444444,http://www.nakashitabcn.com
Restaurant Nuri,Carrer Mèxic 22,Sants-Montjuïc,la Font de la Guatlla,08004,+34 934265742,,41.372524319444445,2.148633111111111,
Bar Cafè Salambó,Torrijos 51,Gràcia,la Vila de Gràcia,08012,+34 932186966,,41.404433675,2.157663861111111,http://www.cafesalambo.com
Restaurant Pizzeria Samoa,Passeig Gràcia 111,Gràcia,la Vila de Gràcia,08008,+34 932184782,,41.396756925,2.1586938333333334,http://www.business-cafe-restaurants.com
Restaurant Nervion,Carrer Còrsega 232,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 932180627,,41.39263094722222,2.154360222222222,
Cafeteria Restaurant Snack Bar Don Jabugo,Carrer Descartes 30,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932010505,,41.39893058333333,2.140955361111111,
Pizzeria Fragola,Lorena 97,Nou Barris,la Guineueta,08042,+34 933592854,,41.438036024999995,2.1730021388888887,
Restaurant El Mato de Pedralbes,Bisbe Català 10,Les Corts,Pedralbes,08034,+34 932047962,+34 932049212,41.39542179722222,2.113965861111111,
Bar Restaurant La Pizza Nostra,Carrer París 180,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934108594,,41.39308933888889,2.1527843333333334,
Restaurant El Disbarat,Carrer Montseny 14,Gràcia,la Vila de Gràcia,08012,+34 932371113,,41.40175213611111,2.1544992222222223,
Restaurant Japonès Sushi - Ya,Carrer Quintana 4,Ciutat Vella,el Barri Gòtic,08002,+34 934127249,,41.381118658333335,2.174421888888889,
Restaurant La Rambla Cerveseria,Rambla Carmel 4,Horta-Guinardó,el Carmel,08032,+34 933588787,,41.42707795555555,2.157204222222222,
Cafeteria Eric's,Avinguda Sant Ramon Nonat 32,Les Corts,la Maternitat i Sant Ramon,08028,+34 933345423,,41.377247375,2.11681375,
Restaurant Las Cuartetas,Carrer Santaló 73,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932017934,,41.39738421944445,2.1434362222222223,
Restaurant La Barcelonina de Vins i Esperits,Carrer València 304 Baix,Eixample,la Dreta de l'Eixample,08009,+34 932157083,,41.39458856666666,2.1660146944444443,
Restaurant Neichel,Beltrán i Rózpide 1*5,Les Corts,Pedralbes,08034,+34 932038408,+34 932056369,41.38916392777778,2.1207158333333336,http://www.neichel.es
Bar cafeteria Il Caffè di Roma * Villarroel,Carrer Villarroel 189,Eixample,l'Antiga Esquerra de l'Eixample,08036,,,41.389215775,2.1512660277777775,
Restaurant L'Illa de Gracia,Carrer Sant Domènec 19,Gràcia,la Vila de Gràcia,08012,+34 932380229,,41.400154102777776,2.156931111111111,http://www.illadegracia.cat
Restaurant Molina,Passeig Sant Gervasi 65,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934171124,,41.41165520277777,2.1381115555555557,
Bar Restaurant El Racó del Bonsuccés,Carrer Bonsuccés 6,Ciutat Vella,el Raval,08001,+34 933012530,,41.384370286111114,2.170220722222222,
Cafeteria Restaurant L'Oliva,Carrer Jovellanos 2,Ciutat Vella,el Raval,08001,+34 933170231,,41.38508034444445,2.168003861111111,
Bar Restaurant Figueras,Carrer Sant Antoni Maria Claret 230*232,Eixample,la Sagrada Família,08025,+34 934355059,,41.411491955555555,2.174921,
Cafeteria Mumm,Carrer Calvet 1,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932004750,,41.39316504166666,2.144951361111111,
Restaurant Pizex,Passeig Bonanova 1*3,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 932115940,,41.40627044722222,2.1330144722222224,
Restaurant - Brasseria El Jardí de l'Àpat,Carrer Albert Llanas 2,Horta-Guinardó,Can Baró,08024,+34 932857750,,41.41484685277778,2.159355611111111,http://www.eljardidelapat.com
Cafeteria Restaurant Neutral,Carrer Ganduxer 26,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932015731,,41.393522705555554,2.138547611111111,
Restaurant Chamonix,Carrer Comte d'Urgell 67,Eixample,la Nova Esquerra de l'Eixample,08011,+34 934512275,+34 934592329,41.38257738611111,2.1577106388888887,
Restaurant Sasha,Carrer Martínez de la Rosa 71,Gràcia,la Vila de Gràcia,08012,+34 932185327,,41.400939780555554,2.157757111111111,
Restaurant Las Delicias de Francia,Carrer Muntaner 443,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932019469,,41.40121694444444,2.1398775277777777,
Restaurant El Pi Antic,Plaça Sant Josep Oriol 4,Ciutat Vella,el Barri Gòtic,08002,+34 933017191,+34 933026630,41.382489416666665,2.174312611111111,
Granja sandwitxeria El Cisne,Passeig Verdum 24,Nou Barris,Porta,08016,+34 933545772,,41.43734223055555,2.1740092499999997,
Bar Pans & Company *Rda Universitat,Rda Universitat 7,Eixample,la Dreta de l'Eixample,08007,+34 933174696,+34 934127911,41.38633951944444,2.1653356944444444,http://www.pansandcompany.com
Restaurant Torquemada,Carrer Diputació 309,Eixample,la Dreta de l'Eixample,08009,+34 934881325,,41.39293786111111,2.1702394444444444,
Restaurant Les Panolles 2,Carrer Radas 39,Sants-Montjuïc,el Poble Sec,08004,+34 934412355,,41.37323028055555,2.1608548055555556,
Bar Restaurant O'Piñeiro,Carrer Avinyó 39,Ciutat Vella,el Barri Gòtic,08002,+34 933151459,,41.38018233611111,2.179445861111111,
Bar Restaurant Marisqueria Marcelino 20 *Corcega,Carrer Còrsega 613,Eixample,la Sagrada Família,08025,+34 934350067,,41.408890316666664,2.1754484166666663,
Restaurant La Bruixa,Carrer Servet 12,Sant Andreu,Sant Andreu,08030,+34 933116517,,41.43686882777777,2.189195611111111,
Restaurant Asador Pamplona,Carrer Londres 84,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934392773,+34 934108390,41.39287250833333,2.150148472222222,
Restaurant Tras Paso,Carrer Fluvià 24,Sant Martí,Diagonal Mar-Front Marítim del Poblenou,08019,+34 933082272,,41.404834163888886,2.209989805555556,http://www.tras-paso.com
Bar Restaurant Juventud,Avinguda Vallcarca 52,Gràcia,Vallcarca i els Penitents,08023,+34 932106103,,41.40974826111111,2.1477763333333333,
Restaurant Can Punyetes *Francisco Giner,Carrer Francisco Giner 8,Gràcia,la Vila de Gràcia,08012,+34 932177946,,41.39869308888889,2.1596782777777777,
Bar La Viena Blanca,Pintor Fortuny 10,Ciutat Vella,el Raval,08001,+34 933025829,,41.383096397222225,2.1699484166666667,
Bar Musical Linea 6.25,Carrer Enric Granados 52,Eixample,l'Antiga Esquerra de l'Eixample,08008,,,41.39137027222222,2.1578247777777775,
Bar Pirineos,Bailèn 0244,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 932192771,+34 932195643,41.40374832222222,2.1619835833333334,
Bar Restaurant Abril,Carrer Sant Antoni Abat 39,Ciutat Vella,el Raval,08001,+34 934413001,,41.379064452777776,2.1646508333333334,
Cafeteria Restaurant Areas *Estació de Sants,Est de Sants 0,Sants-Montjuïc,Sants,08014,+34 934907890,+34 932401516,40.64368597222222,1.8165321388888889,http://www.areas.es
Bar Turó,Carrer Tenor Viñas 1 bxs,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932006953,,41.39491161111111,2.141992194444444,
Restaurant Vegetarià La Granja,Carrer Sant Eusebi 64,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932015750,,41.39949701111111,2.146113333333333,http://www.lagranjavegetariana.com
Restaurant Xinès Fu Li Hua *Palau de Mar,Plaça Pau Vila 1,Ciutat Vella,la Barceloneta,08039,+34 932212508,,41.38066925555555,2.1855031111111107,
Restaurant Koxkera,Carrer Marquès de Sentmenat 67*69,Les Corts,les Corts,08029,+34 933223556,,41.38570915,2.139393,
Cafeteria Restaurant Tot Daxa *Muntaner,Carrer Muntaner 474,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932016006,,41.402487074999996,2.13854525,
Restaurant Piazze d'Italia,Carrer Casanova 94,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 933235977,+34 933237262,41.38694025,2.156911638888889,http://www.piazzeditalia.com
Restaurant  La Gavina,Plaça Pau Vila 1,Ciutat Vella,la Barceloneta,08039,+34 932210595,+34 932215970,41.3808077,2.185855722222222,http://www.lagavina.es
Cerveseria Snack Bar Chez Bruno,Passeig Sant Joan 32,Eixample,el Fort Pienc,08010,+34 932450016,,41.39308328055556,2.178371583333333,
Bar Restaurant Noise i Art,Carrer Topazi 26,Gràcia,la Vila de Gràcia,08012,+34 932175001,,41.405116613888886,2.154775388888889,
Restaurant Vietnamita Capitol II,Carrer Villarroel 199,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934192283,,41.38960212777778,2.1507534444444443,
Restaurant La Lubina,Carrer Viladomat 257,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934300333,+34 934108007,41.38651761944445,2.1478413055555556,
Restaurant Xinès Felicidad,Carrer Rosselló 194 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 934533328,,41.392948849999996,2.1570609444444444,
Restaurant Xinès Rio Azul,Carrer Balmes 92 bxs,Eixample,la Dreta de l'Eixample,08008,+34 932159333,,41.391426619444445,2.1600046388888887,http://www.elrioazul.com
Restaurant La Corrala,Carrer Bailèn 182,Eixample,la Dreta de l'Eixample,08037,+34 934576795,,41.40112836944444,2.1663111388888887,
Restaurant Xinès Wan-Zhen,Carrer Bailèn 7 bxs,Eixample,la Dreta de l'Eixample,08010,+34 932329098,,41.39159971388889,2.177461333333333,
MARLIN FISHERMAN SL,Bigai 0001,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934186467,,41.40489107222222,2.132461277777778,
Restaurant Onuba,Carrer Bertran 28*32,Sarrià-Sant Gervasi,el Putxet i el Farró,08023,+34 934182796,,41.40530594722222,2.1401596666666665,
Bar Restaurant Avenida Dos,Carrer Caracas 29,Sant Andreu,el Bon Pastor,08030,+34 933115660,+34 933468859,41.44351895833333,2.2025418055555557,
Restaurant Japonès Senba Zuru,Carrer Lepant 335,Eixample,la Sagrada Família,08025,+34 934550404,,41.407575502777775,2.1723170277777775,
Restaurant Xinès Pagoda,Carrer Call 17,Ciutat Vella,el Barri Gòtic,08002,+34 933181490,,41.38243816388889,2.176227083333333,
Restaurant Xinès Oriente Europa,Carrer Mallorca 105,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934514882,,41.38615449722222,2.152187861111111,
Restaurant Xinès China Town,Carrer Londres 88,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934101499,,41.39298861666666,2.150303611111111,
Restaurant Frankfurt Pedralbes *Jordi Girona,Jordi Girona 2*4,Les Corts,Pedralbes,08034,+34 932052717,,41.387048691666664,2.1125839444444448,http://www.frankfurtscasavalles.com
Restaurant Taverna el Nou Glop,Carrer Montmany 49,Gràcia,la Vila de Gràcia,08012,+34 932197059,+34 932848379,41.40509818333333,2.1590661666666664,http://www.tabernaglop.com
Restaurant Xinès Olimpo,Carreroncili de Trento 77,Sant Martí,Sant Martí de Provençals,08018,+34 932663223,,41.41338884444444,2.1952166388888887,
Bar Restaurant Sandoval,Carrer Comtal 28,Ciutat Vella,el Barri Gòtic,08002,+34 934123382,,41.38663275555555,2.173839361111111,
Restaurant Loreto,Loreto 3,Les Corts,les Corts,08029,+34 933212493,,41.38902376666667,2.1414899166666665,
Bar Musical El Cangrejo,Carrer Montserrat 9 bxs,Ciutat Vella,el Raval,08001,,,41.37727528888889,2.174898388888889,
Restaurant Xarcuteria el Jabali,Rda Sant Pau 15,Eixample,Sant Antoni,08015,+34 934411082,,41.37575826944445,2.1667133888888888,
Bar Restaurant Can Vila,Carrer Violant Hongria Rna Aragó 42,Sants-Montjuïc,Sants - Badal,08028,+34 934907030,,41.37809694166667,2.1286713333333336,
Bar Restaurant Els Tres Bots,Carrer Sant Pau 42,Ciutat Vella,el Raval,08001,+34 933171042,,41.379366025,2.1723008888888886,http://www.restaurantderaval.com
Bar Borneo,Rec 0049,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932682389,,41.385300755555555,2.182837888888889,
Bar Restaurant La Vinateria del Call,Carrer Sant Domènec del Call 9,Ciutat Vella,el Barri Gòtic,08002,+34 933026092,,41.3826758,2.175722083333333,
Bar Restaurant Porvenir,Carrer Villarroel 157,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934531046,,41.38757096111111,2.1534472777777776,
Bar Restaurant Galicia,Avinguda Paral.lel 131,Sants-Montjuïc,el Poble Sec,08004,+34 933254841,,41.37480512222222,2.159487472222222,
Bar Restaurant Gent del Barri,Arizala 53,Les Corts,la Maternitat i Sant Ramon,08028,,,41.37803883888889,2.123818,
Restaurant l'Ou Com Balla,Carrer Banys Vells 20,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933105378,,41.38401851111111,2.1814774166666666,
Bar Restaurant Boquerón de Plata,Carrer Mare Déu Lorda 24,Sant Andreu,la Trinitat Vella,08033,+34 932742327,,41.45069114444445,2.1916735555555555,
Bar Restaurant  Castañer,Carrer Maresme 147,Sant Martí,el Besòs i el Maresme,08019,+34 933078562,,41.41691479166666,2.209364916666667,
Restaurant Juicy Jones *Cardenal Casañas,Carrer Cardenal Casañas 7,Ciutat Vella,el Barri Gòtic,08002,+34 933024330,,41.381777847222224,2.173356972222222,
Bar  O'Tubo,Carrer Comte d'Urgell 148,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934531005,+34 934542840,41.38594980277778,2.1539923055555557,
Bar Germans Aran,Gran Via Corts Catalanes 450,Eixample,Sant Antoni,08015,+34 934250929,,41.37875157222222,2.1545229444444445,
Bar Restaurant El Racó,Carrer Lepant 424,Horta-Guinardó,el Baix Guinardó,08025,+34 934553069,,41.41125845277778,2.167864861111111,
Restaurant Arcano,Carrer Mercaders 10,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933102179,+34 932684388,41.384975069444444,2.1786530555555554,http://www.restaurantearcano.com
Cafeteria Restaurant Don Sandwich,Carrer Comtes de Bell-lloc 104,Sants-Montjuïc,Sants,08014,+34 934410911,,41.38097278055555,2.1371143333333333,
Restaurant & Cocktail Bar Pepino,Carrer Nou de la Rambla 44,Ciutat Vella,el Raval,08001,+34 934438636,,41.37766501666667,2.17269225,
Bar Restaurant Teo'S,Carrer Mallorca 218,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 934536134,,41.39125684722222,2.1593225,
Bar Restaurant Ramón,Carrer Font Honrada 49,Sants-Montjuïc,el Poble Sec,08004,+34 933254771,,41.37231452777778,2.156025194444444,
Bar Restaurant Ruta Gallega,Carrer Rosselló 282,Eixample,la Dreta de l'Eixample,08037,+34 934591378,,41.39904351944445,2.1651635555555555,
Restaurant Mesón Can Meli,Carrer Arnau d'Oms 45,Nou Barris,Porta,08016,+34 934080816,,41.43083106666666,2.1771940555555553,
Restaurant El Túnel del Port *Port Olímpic,Moll Gregal 12,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210321,+34 932213586,41.387938258333335,2.201005888888889,http://www.eltuneldelport.com
Bar Restaurant La Mar De Bo *Palau de Mar,Plaça Pau Vila 1,Ciutat Vella,la Barceloneta,08039,+34 932210035,+34 932251747,41.3808077,2.185855722222222,
Restaurant El Melic del Gòtic,Carrer Montsió 7,Ciutat Vella,el Barri Gòtic,08002,+34 933171991,,41.38583301388889,2.17398275,
Restaurant Bagur,Avinguda Meridiana 233,Sant Andreu,Navas,08027,+34 933526165,+34 399526165,41.41920622777778,2.1866133333333333,
Bar Restaurant Arco Iris,Carrer Hostafrancs de Sió 17,Sants-Montjuïc,Hostafrancs,08014,+34 933321296,,41.37426213611111,2.1440924166666666,
Restaurant Tasca i Vins *Indústria,Carrer Indústria 118,Eixample,la Sagrada Família,08025,+34 934355052,,41.40753505833333,2.171913722222222,
Restaurant El Cau,Carrer Torrent de l'Olla 143,Gràcia,la Vila de Gràcia,08012,,,41.40360486388889,2.155496472222222,
Restaurant Casa de Basa,Carrer Marina 241,Eixample,la Sagrada Família,08013,+34 932655909,,41.40303226388889,2.176163,
Restaurant Olala,Plaça Narcís Oller 3,Gràcia,la Vila de Gràcia,08006,+34 934150466,,41.39721880555555,2.1553952499999998,
Restaurant Can Martí,Passatge Font del Mont 4 bxs,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",08017,+34 934069195,+34 629725005,41.41386096944444,2.1123672222222223,http://www.canmarti.info
Bar Restaurant Can Trampes,Plaça Vallvidrera 3,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",08017,+34 934068051,,41.413167719444445,2.1044978055555554,
